"Activity" "Person" "Time_Body_Accelerometer_LinearAcceleration_Mean_X" "Time_Body_Accelerometer_LinearAcceleration_Mean_Y" "Time_Body_Accelerometer_LinearAcceleration_Mean_Z" "Time_Body_Accelerometer_LinearAcceleration_StandardDeviation_X" "Time_Body_Accelerometer_LinearAcceleration_StandardDeviation_Y" "Time_Body_Accelerometer_LinearAcceleration_StandardDeviation_Z" "Time_Gravity_Accelerometer_LinearAcceleration_Mean_X" "Time_Gravity_Accelerometer_LinearAcceleration_Mean_Y" "Time_Gravity_Accelerometer_LinearAcceleration_Mean_Z" "Time_Gravity_Accelerometer_LinearAcceleration_StandardDeviation_X" "Time_Gravity_Accelerometer_LinearAcceleration_StandardDeviation_Y" "Time_Gravity_Accelerometer_LinearAcceleration_StandardDeviation_Z" "Time_Body_Accelerometer_Jerk_Mean_X" "Time_Body_Accelerometer_Jerk_Mean_Y" "Time_Body_Accelerometer_Jerk_Mean_Z" "Time_Body_Accelerometer_Jerk_StandardDeviation_X" "Time_Body_Accelerometer_Jerk_StandardDeviation_Y" "Time_Body_Accelerometer_Jerk_StandardDeviation_Z" "Time_Body_Gyroscope_AngularVelocity_Mean_X" "Time_Body_Gyroscope_AngularVelocity_Mean_Y" "Time_Body_Gyroscope_AngularVelocity_Mean_Z" "Time_Body_Gyroscope_AngularVelocity_StandardDeviation_X" "Time_Body_Gyroscope_AngularVelocity_StandardDeviation_Y" "Time_Body_Gyroscope_AngularVelocity_StandardDeviation_Z" "Time_Body_Accelerometer_Jerk_Mean_X" "Time_Body_Accelerometer_Jerk_Mean_Y" "Time_Body_Accelerometer_Jerk_Mean_Z" "Time_Body_Accelerometer_Jerk_StandardDeviation_X" "Time_Body_Accelerometer_Jerk_StandardDeviation_Y" "Time_Body_Accelerometer_Jerk_StandardDeviation_Z" "Frequency_Body_Accelerometer_LinearAcceleration_Mean_X" "Frequency_Body_Accelerometer_LinearAcceleration_Mean_Y" "Frequency_Body_Accelerometer_LinearAcceleration_Mean_Z" "Frequency_Body_Accelerometer_LinearAcceleration_StandardDeviation_X" "Frequency_Body_Accelerometer_LinearAcceleration_StandardDeviation_Y" "Frequency_Body_Accelerometer_LinearAcceleration_StandardDeviation_Z" "Frequency_Body_Accelerometer_Jerk_Mean_X" "Frequency_Body_Accelerometer_Jerk_Mean_Y" "Frequency_Body_Accelerometer_Jerk_Mean_Z" "Frequency_Body_Accelerometer_Jerk_StandardDeviation_X" "Frequency_Body_Accelerometer_Jerk_StandardDeviation_Y" "Frequency_Body_Accelerometer_Jerk_StandardDeviation_Z" "Frequency_Body_Gyroscope_AngularVelocity_Mean_X" "Frequency_Body_Gyroscope_AngularVelocity_Mean_Y" "Frequency_Body_Gyroscope_AngularVelocity_Mean_Z" "Frequency_Body_Gyroscope_AngularVelocity_StandardDeviation_X" "Frequency_Body_Gyroscope_AngularVelocity_StandardDeviation_Y" "Frequency_Body_Gyroscope_AngularVelocity_StandardDeviation_Z"
"LAYING" 11 0.265218758768116 -0.0224834249492754 -0.0995015508115942 -0.919090707391304 -0.784750109869565 -0.841136688884058 -0.474278123623188 0.503969633608696 0.756936857826087 -0.867469104637681 -0.772563572463768 -0.809945587391304 0.0876822345072464 0.0266163634086957 -0.0172345986484058 -0.980270261449275 -0.966076266811594 -0.977319784347826 -0.00226777978550725 -0.0898296180565217 0.122879821130435 -0.92903063884058 -0.946658120289855 -0.938358575072464 -0.0995838788550725 -0.0399248646427536 -0.0592170332463768 -0.96942053942029 -0.976608036521739 -0.98380867942029 -0.940992781884058 -0.851796659043478 -0.895867545217391 -0.912024676231884 -0.770082899072464 -0.828030664434783 -0.979625576956522 -0.96673551942029 -0.973825725797101 -0.98293671057971 -0.967890773478261 -0.979524119855072 -0.928290096666667 -0.958988153333333 -0.947536676666667 -0.930349743043478 -0.940893655652174 -0.941709684492754
"LAYING" 12 0.248630998392857 -0.0132504024625 -0.115782312607143 -0.932136916196429 -0.91312978525 -0.9291482225 -0.477214834642857 0.593843366964286 0.613278001160714 -0.896637511607143 -0.950063904285714 -0.945564909107143 0.100889922910714 0.0122970203089286 -0.00689848510714286 -0.971361217321429 -0.946431193214286 -0.956544020357143 -0.00561006923214286 -0.145963035285714 0.161286553428571 -0.947373920357143 -0.937255620892857 -0.950952531071429 -0.113296531625 -0.0361507325046429 -0.0654310394285714 -0.940489628928571 -0.964493161428571 -0.976618598035714 -0.941823936607143 -0.922735687857143 -0.937841856071429 -0.929008208630357 -0.913943303142857 -0.929744009107143 -0.971837927857143 -0.94774909875 -0.951673129642857 -0.973468518928571 -0.948892213571429 -0.960000639642857 -0.929341392321429 -0.942717735535714 -0.947892030178571 -0.953599476428571 -0.935251701428571 -0.956623798928571
"LAYING" 13 0.258785653506329 -0.0215339412007595 -0.101334956873418 -0.940115898734177 -0.938656964303798 -0.937995317063291 -0.454130824050633 0.585161846075949 0.751865317594937 -0.915178416594937 -0.960005614050633 -0.94459410078481 0.0891401616835443 0.0235905652979747 -0.0164727192763291 -0.976171514936709 -0.977473477468354 -0.969982224303797 0.00314952810620253 -0.0966551705240506 0.148149080101266 -0.967924783037975 -0.951716308101266 -0.962678917341772 -0.103958481711392 -0.0387508270392405 -0.0721239671265823 -0.974157751898734 -0.976118272278481 -0.987887852911392 -0.954590160632911 -0.954104900379747 -0.949561427341772 -0.935803042531646 -0.935180739822785 -0.93645406121519 -0.975705916835443 -0.976849013037975 -0.966234319367089 -0.979048422911392 -0.980031796455696 -0.972398520506329 -0.961549533797468 -0.959620959493671 -0.963362916202532 -0.970229557974684 -0.948760874556962 -0.965902113797468
"LAYING" 14 0.245430908344186 -0.0149943610767442 -0.105328946744186 -0.931716426046512 -0.799175407674419 -0.750226030465116 -0.393374446046512 0.641003486860465 0.514720303651163 -0.872741332325581 -0.744997109395349 -0.62117498555814 0.0851348996511628 0.0205202320472093 -0.0312480716511628 -0.974332974651163 -0.95128829372093 -0.969341829069767 1.53669069767504e-06 -0.0703164959302326 0.140029815511628 -0.909600742558139 -0.936264651860465 -0.933352315348837 -0.10500576727907 -0.0421634329232558 -0.0629214469906977 -0.962480671395349 -0.970861744651163 -0.977761333488372 -0.945514509069767 -0.855214264883721 -0.834949833255814 -0.927098642325581 -0.788035612790698 -0.730688172067442 -0.974219002790698 -0.951742713023256 -0.964053421860465 -0.976914210232558 -0.954357377906977 -0.973515524651163 -0.910348157674419 -0.944917151162791 -0.941789013023256 -0.910804705348837 -0.932571470930233 -0.937014988139535
"LAYING" 15 0.271645864540789 -0.0191895728026316 -0.105002540289474 -0.969445445263158 -0.983231351842105 -0.984500013157895 -0.621309715263158 0.803015011578947 0.614523405921053 -0.944472488552632 -0.987887995263158 -0.984081708947368 0.0866502529210526 0.0124420033513158 -0.00614755098663158 -0.989315824868421 -0.987182887763158 -0.989064628947368 -0.0170656239526316 -0.0903229228815789 0.152436344328947 -0.990328197763158 -0.979325678815789 -0.969302237763158 -0.100368640868421 -0.0396682720394737 -0.0711533355789474 -0.992665154868421 -0.989063341973684 -0.993759841842105 -0.973262289210526 -0.983664034342105 -0.984923123552632 -0.967971891447368 -0.983317083947368 -0.984854487894737 -0.989224043947368 -0.987115080789474 -0.987308252236842 -0.990410106973684 -0.988238648552632 -0.989370490789474 -0.988386324868421 -0.983127999342105 -0.970171219605263 -0.990970119605263 -0.977491843421053 -0.971789046710526
"LAYING" 16 0.274102492432432 -0.0179867611216216 -0.107699732837838 -0.978455153108108 -0.983736043783784 -0.986636996081081 -0.530434604864865 0.567879494054054 0.84539238027027 -0.971183862702703 -0.993701742972973 -0.989056311351351 0.0766268551324324 0.0126491088851351 -0.000685549292837838 -0.986471899324324 -0.985159461756757 -0.989685146621622 -0.0195427328781081 -0.0957839566891892 0.118738360783784 -0.988837212162162 -0.98428747527027 -0.97837499972973 -0.101147695256757 -0.0362186160902703 -0.0642797849864865 -0.993503720810811 -0.993025877297297 -0.993296720540541 -0.980631846891892 -0.982915951891892 -0.987356589864865 -0.977615702567568 -0.984269087972973 -0.986582387972973 -0.986679572567568 -0.985257277297297 -0.988033129054054 -0.987477465405405 -0.986116008783784 -0.989901169864865 -0.987028539054054 -0.986795837297297 -0.979202019189189 -0.989382328918919 -0.983052318513513 -0.980096438108108
"LAYING" 17 0.274269696282051 -0.0170911382166667 -0.107892868935897 -0.970510433205128 -0.946938108846154 -0.957661685384615 -0.491893190897436 0.134800708974359 -0.00641320435897435 -0.970707961666667 -0.969281368974359 -0.978912248589744 0.0769376257820513 0.00578916521089744 0.00586978261889744 -0.980815680512821 -0.979449311538461 -0.973627155512821 -0.0171895669589744 -0.0970518782307692 0.0927105990769231 -0.956117862051282 -0.961597406025641 -0.964314577948718 -0.103308920038462 -0.0358727456512821 -0.055028916475641 -0.961415892820513 -0.981390772948718 -0.982642693974359 -0.975363041153846 -0.959634037564103 -0.962270132820513 -0.969018418076923 -0.94361835974359 -0.957930391410256 -0.980642843974359 -0.978882723974359 -0.971124159871795 -0.982823883076923 -0.981809691025641 -0.974674907820513 -0.94834563474359 -0.967298954230769 -0.963540329230769 -0.958854926923077 -0.959118795 -0.967917786538461
"LAYING" 18 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.98477733 -0.972196873859649 -0.971311176842105 -0.134832031403509 0.943017941403509 0.112620189964912 -0.97956560245614 -0.990765579649123 -0.984192606315789 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.985259108596491 -0.972777455263158 -0.982111784210526 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.980836884561403 -0.982442644035088 -0.959897432807018 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.981724838421053 -0.990845724736842 -0.986549063333333 -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.984884874385965 -0.973882496666667 -0.979564844210526 -0.987122678245614 -0.973486716315789 -0.983302949122807 -0.97618747122807 -0.982640271929825 -0.961434420701754 -0.982424585438596 -0.982660631754386 -0.963183902982456
"LAYING" 19 0.288780434788732 -0.0168134637450704 -0.10992714315493 -0.982005622253521 -0.987273172676056 -0.985056638169014 -0.349121036760563 0.799033062394366 0.598619628169014 -0.972754345633803 -0.994082581267606 -0.985824115070423 0.0733122900450704 0.0116948195794366 0.00267040884070423 -0.990957288873239 -0.988362717042254 -0.992108562816901 -0.0257854812535211 -0.0772164966126761 0.127413086873239 -0.992124985070423 -0.990138246619718 -0.972508233802817 -0.100995487 -0.0382916545760563 -0.0653183172957746 -0.994862416056338 -0.995522971971831 -0.993643070140845 -0.984695987887324 -0.986856641830986 -0.987406822112676 -0.981118053943662 -0.987535682253521 -0.98427094943662 -0.991120513380282 -0.988214824929577 -0.990446671267606 -0.991573369295775 -0.989444213661972 -0.992426198169014 -0.990124496760563 -0.991291341267606 -0.973151551690141 -0.992784304225352 -0.989543482394366 -0.974797790422535
"LAYING" 20 0.233275439803922 -0.0113424652490196 -0.0868333315509804 -0.917501887333333 -0.909697040980392 -0.900331921686275 -0.145483631627451 0.48539692745098 0.83656291 -0.862136937254902 -0.94877486372549 -0.90130385627451 0.098140384845098 -0.00831507059607843 -0.0323601505045098 -0.971473557058824 -0.96812761745098 -0.972431855490196 0.00505221181607843 -0.153423807745098 0.149124058235294 -0.957221015098039 -0.932499780588235 -0.952296965294118 -0.105446637019608 -0.0372677398193922 -0.0566171868039216 -0.970274962745098 -0.968042893529412 -0.979711372941176 -0.933936178235294 -0.930366906078431 -0.927882307058824 -0.911972655156863 -0.905221049156863 -0.894055710980392 -0.972010709215686 -0.969342124313725 -0.968593195686275 -0.973491388039216 -0.969113291372549 -0.97491443 -0.949959040588235 -0.938087898235294 -0.949107162941176 -0.959740488627451 -0.929955407058824 -0.957790479803922
"LAYING" 21 0.281033900571429 -0.0194494098614286 -0.1036581505 -0.976362515428571 -0.954201823857143 -0.967044236428571 -0.344737755285714 0.732661247714286 0.681459210714286 -0.979563942714286 -0.988930714857143 -0.983274524857143 0.0752196666428571 0.0107680190087143 -0.000374189681428571 -0.977463775571429 -0.971049778142857 -0.979517896142857 -0.0267812218571429 -0.0761476351714286 0.0938472163142857 -0.973662822428571 -0.966041673 -0.968889156142857 -0.102277358585714 -0.0384875867528571 -0.0595736770285714 -0.983775833714286 -0.980357062142857 -0.980768874571429 -0.974789999285714 -0.959974274571429 -0.970321991714286 -0.977045260571429 -0.9535584 -0.967188198571429 -0.976887901571429 -0.971696279857143 -0.975632420428571 -0.980350748142857 -0.972434196714286 -0.982281553142857 -0.971789052714286 -0.968170332428571 -0.967577361142857 -0.974488400714286 -0.965134152428571 -0.972199238
"LAYING" 22 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.98027739875 -0.984233296875 -0.509754238125 0.752536639375 0.646834879583333 -0.959014441458333 -0.988211865208333 -0.984230418125 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.98587216875 -0.98317254125 -0.988442014375 -0.01847660675 -0.111800824583333 0.144882846104167 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.973246482083333 -0.981025105625 -0.984792185 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.9864311425 -0.983321635416667 -0.9626718875 -0.988860685833333 -0.981910616458333 -0.963174222291667
"LAYING" 23 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.420664662222222 0.915165104259259 0.341531310555556 -0.921199965925926 -0.969816635740741 -0.976176608888889 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.978302781111111 -0.942209488333333 -0.978511984259259 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.973102422222222 -0.961109291851852 -0.962073755 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 -0.975103204259259 -0.986855629814815 -0.983965359814815 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.952464881481481 -0.946380971111111 -0.962154454259259 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.980079292592593 -0.944366881666667 -0.980261236296296 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.975094739444444 -0.956182500185185 -0.965807466666667
"LAYING" 24 0.289025671851852 -0.0168478608739506 -0.117396869679012 -0.973696841728395 -0.958676818518518 -0.932614171604938 -0.161685594790123 0.846716305185185 0.0641734783950617 -0.963008304074074 -0.981722433950617 -0.950739971111111 0.0763230100740741 0.0110500999577778 -0.00287573531901235 -0.982807872716049 -0.972432500987654 -0.979483172469136 -0.0197345592481481 -0.0713107790617284 0.116553293506173 -0.959833583209877 -0.962011582345679 -0.958233012345679 -0.101438735469136 -0.0398111225185185 -0.0628782327024691 -0.97544055308642 -0.981792462592593 -0.981804504814815 -0.975587568765432 -0.961022105802469 -0.953420619506173 -0.973104746666667 -0.959581815432099 -0.927223142469136 -0.982503803827161 -0.972302815802469 -0.975998584938272 -0.984786441111111 -0.974671279753086 -0.981678509259259 -0.958229409876543 -0.965388442592593 -0.960190778641975 -0.960795993703704 -0.960703224444444 -0.961448330246914
"LAYING" 25 0.268529967160494 -0.0244721507567901 -0.11469513854321 -0.951664948024691 -0.922266830493827 -0.942112158888889 -0.550137254567901 0.153307382469136 0.45532490308642 -0.930338643209877 -0.962230279135803 -0.961270577172839 0.0839615800777778 0.015950374121358 0.00105421927740741 -0.971263559753086 -0.966987451234568 -0.963033504814815 -0.0186834594222222 -0.110891869020247 0.111275604322222 -0.944515165185185 -0.942575399876543 -0.96349326382716 -0.101623618296296 -0.0342704191074074 -0.0605699580617284 -0.949843493333333 -0.968743155679012 -0.979694725185185 -0.954991480617284 -0.940257609135802 -0.948077669876543 -0.950659611975309 -0.918762094679012 -0.943118981518518 -0.971135852592593 -0.967365014444444 -0.959520729012346 -0.97415248382716 -0.969082192345679 -0.965154471111111 -0.933563955925926 -0.947752181234568 -0.961640486296296 -0.948401038395062 -0.940385678765432 -0.967471776790123
